pc4,lat,lon
2628,52.003,4.375
9107,53.313,5.914
5922,51.374,6.143
1688,52.692,5.056
3984,52.052,5.234
3333,51.811,4.632
6924,51.929,5.990
5107,51.617,4.929
7626,52.319,6.764
6674,51.909,5.741
3231,51.905,4.166
3897,52.354,5.465
7481,52.154,6.753
5411,51.696,5.677
9351,53.161,6.377
3194,51.868,4.368
2924,51.923,4.612
6733,52.110,5.715
1231,52.200,5.113
7601,52.346,6.671
8755,53.044,5.419
8319,52.644,5.775
8532,52.856,5.702
8536,52.872,5.770
3124,51.943,4.381
8344,52.775,6.156
3643,52.217,4.865
4693,51.546,4.143
6164,50.956,5.828
3972,52.050,5.275
3813,52.170,5.387
9143,53.396,6.048
4453,51.454,3.771
3755,52.252,5.259
7863,52.748,6.689
5334,51.769,5.304
5759,51.391,5.914
7751,52.693,6.757
8636,53.113,5.674
9984,53.430,6.816
2921,51.911,4.584
3198,51.932,4.158
6418,50.869,6.005
6942,51.937,6.136
7721,52.511,6.257
2941,51.900,4.685
1682,52.698,5.110
3525,52.063,5.119
7905,52.717,6.502
2907,51.950,4.583
5071,51.610,5.144
3993,52.040,5.174
7558,52.286,6.832
8454,52.937,5.999
9148,53.349,5.973
4182,51.841,5.284
5113,51.455,4.863
7466,52.332,6.498
1276,52.293,5.250
3737,52.126,5.155
1719,52.747,4.955
1445,52.502,4.982
2341,52.181,4.475
9603,53.155,6.765
7773,52.580,6.605
5388,51.704,5.562
1106,52.299,4.975
7105,52.001,6.756
4161,51.871,5.073
9591,53.034,7.041
5403,51.666,5.635
7081,51.873,6.375
5038,51.557,5.079
1823,52.635,4.761
5531,51.368,5.217
3888,52.247,5.778
7123,51.916,6.589
3172,51.849,4.401
4267,51.717,5.047
5294,51.616,5.369
9419,52.788,6.555
9006,53.130,5.827
2975,51.890,4.864
5308,51.782,5.130
9459,53.023,6.636
4128,51.961,5.033
3171,51.856,4.395
6891,52.004,5.961
5737,51.518,5.593
5853,51.651,6.098
9756,53.140,6.630
1871,52.706,4.695
6542,51.841,5.841
3293,51.753,4.599
6714,52.045,5.646
1341,52.358,5.283
5691,51.517,5.486
3238,51.881,4.218
1502,52.446,4.827
9622,53.241,6.671
6835,51.953,5.903
3055,51.960,4.505
6701,51.966,5.664
3063,51.916,4.515
1471,52.527,4.983
7691,52.525,6.615
8489,52.806,5.844
8744,53.082,5.483
9244,53.061,6.078
8606,53.028,5.671
4281,51.782,5.057
8502,52.972,5.813
5087,51.471,5.178
2741,52.045,4.656
1101,52.308,4.942
5753,51.451,5.791
3825,52.196,5.419
6704,51.983,5.692
6123,51.048,5.821
8505,52.986,5.788
9411,52.861,6.511
9712,53.222,6.563
7341,52.254,6.007
5628,51.480,5.472
3906,52.031,5.529
8741,53.070,5.570
1384,52.318,5.038
3245,51.756,4.151
2106,52.358,4.608
5912,51.361,6.166
8291,52.592,6.032
4871,51.586,4.651
8023,52.513,6.113
1759,52.844,4.705
7793,52.567,6.660
9231,53.181,6.169
6669,51.912,5.658
8658,53.014,5.518
8035,52.555,6.156
5672,51.465,5.549
4241,51.864,4.993
1053,52.367,4.868
6367,50.874,5.933
6006,51.241,5.700
7223,52.073,6.232
9084,53.178,5.804
8061,52.591,6.100
1115,52.332,4.939
7311,52.213,5.961
5924,51.367,6.131
2031,52.390,4.657
2253,52.140,4.458
1215,52.214,5.157
3481,52.091,4.960
4537,51.326,3.834
2271,52.072,4.369
9131,53.332,6.101
6877,52.077,5.903
2401,52.151,4.653
9255,53.210,5.912
3513,52.099,5.109
8572,52.866,5.496
3411,51.973,4.944
9036,53.215,5.661
5923,51.362,6.142
7047,51.926,6.264
7610,52.386,6.642
7271,52.116,6.520
2673,52.001,4.202
5325,51.750,5.197
3021,51.916,4.459
6711,52.042,5.675
2516,52.066,4.334
9699,53.074,7.126
4931,51.702,4.855
2272,52.084,4.375
7442,52.359,6.475
8455,52.946,6.019
6543,51.836,5.828
6844,51.948,5.858
3113,51.910,4.410
9481,53.073,6.577
9629,53.272,6.841
5835,51.673,5.934
1967,52.498,4.693
7851,52.797,6.733
8453,52.948,5.954
3543,52.104,5.046
4271,51.733,4.963
3441,52.086,4.885
9982,53.416,6.727
5631,51.461,5.494
8802,53.194,5.540
7983,52.858,6.264
5768,51.343,5.883
8806,53.149,5.487
5844,51.604,5.917
8507,52.922,5.826
7371,52.119,6.025
5056,51.585,5.142
9737,53.248,6.589
1976,52.456,4.578
8746,53.080,5.452
4471,51.534,3.815
8271,52.566,5.937
1433,52.235,4.751
4288,51.787,5.008
9089,53.140,5.782
4204,51.837,4.956
7332,52.198,5.980
3043,51.940,4.427
7242,52.157,6.404
9738,53.246,6.569
4341,51.505,3.679
6086,51.263,5.988
1787,52.896,4.738
2362,52.192,4.543
6685,51.887,5.929
7621,52.297,6.743
6372,50.888,6.016
3902,52.029,5.570
7842,52.771,6.818
4879,51.561,4.619
7821,52.771,6.912
5611,51.437,5.480
9791,53.277,6.696
9752,53.170,6.598
4117,51.899,5.350
3012,51.919,4.476
3527,52.077,5.093
6045,51.177,6.005
6065,51.127,5.948
9998,53.383,6.621
9486,53.034,6.571
6252,50.805,5.765
7044,51.884,6.266
7603,52.369,6.685
4539,51.298,3.876
4331,51.500,3.614
1562,52.506,4.759
4321,51.687,3.891
4529,51.248,3.452
3852,52.298,5.650
9677,53.157,7.011
3197,51.879,4.273
7642,52.354,6.586
5827,51.619,5.976
5142,51.690,5.083
4927,51.684,4.747
2841,51.991,4.666
6846,51.954,5.843
9013,53.083,5.748
4691,51.534,4.216
5248,51.706,5.384
3951,52.066,5.372
8391,52.888,6.143
8471,52.874,5.998
3461,52.063,4.917
5025,51.549,5.069
9658,53.052,6.803
5432,51.739,5.861
5932,51.334,6.152
